column,corr_with_Wh,abs_corr,weight
cos_DOY_k1_roll7,-0.7355309857721075,0.7355309857721075,0.020465712244428152
cos_DOY_k1,-0.710685285542703,0.710685285542703,0.019774395411769438
dayofyear_cos,-0.7105699376283028,0.7105699376283028,0.019771185924650915
Wh_roll_mean_7,0.6791452668615128,0.6791452668615128,0.01889681314943206
Wh_roll_mean_14,0.6747199208637454,0.6747199208637454,0.018773680528884108
Wh_lag1,0.6707786978784172,0.6707786978784172,0.018664018343239837
Wh_roll_mean_30,0.6643711683716879,0.6643711683716879,0.018485732645398364
Td dew point_roll7,0.5934906191769774,0.5934906191769774,0.016513523518106168
TxSoil0cm_roll7,0.5873389549751824,0.5873389549751824,0.01634235712020639
Temperature_roll7,0.5868855078452502,0.5868855078452502,0.016329740223489913
T Min_roll7,0.5855660450123903,0.5855660450123903,0.01629302695487597
TxSoil0cm,0.5820938431687005,0.5820938431687005,0.016196415003561733
TxSoil10cm,0.5813944733871124,0.5813944733871124,0.016176955455317946
TxSoil10cm_roll7,0.5803361381672794,0.5803361381672794,0.016147507907238772
T Min,0.5794826684713574,0.5794826684713574,0.016123760620524886
Temperature,0.5779391701048383,0.5779391701048383,0.016080813696425198
Wh_lag7,0.5723728838423446,0.5723728838423446,0.015925935091550752
Wh_lag14,0.5689859681790791,0.5689859681790791,0.015831696177485456
TxSoil5cm_roll7,0.5646802434608441,0.5646802434608441,0.015711891947899376
TxSoil20cm,0.5637473464820972,0.5637473464820972,0.015685934644277845
TxSoil5cm,0.5633885440638813,0.5633885440638813,0.01567595118037781
DHT11_temp_roll7,0.5620251452091625,0.5620251452091625,0.01563801541808526
TxSoil20cm_roll7,0.5557405501174184,0.5557405501174184,0.015463150297229248
T Max_roll7,0.555280256114861,0.555280256114861,0.015450342890353944
DHT11_temp,0.5534418670642961,0.5534418670642961,0.015399190808347946
TxSoil30cm,0.5533074820062617,0.5533074820062617,0.015395451624029563
DHT11_humidity_roll7,0.5463706389161795,0.5463706389161795,0.015202438090524453
Wh_lag30,0.5454538844432244,0.5454538844432244,0.015176929942526314
TxSoil50cm,0.544403687802552,0.544403687802552,0.015147708845572112
TxSoil30cm_roll7,0.5414570700369775,0.5414570700369775,0.01506572095865629
