time,P,G(i),H_sun,T2m,WS10m,Int,P_mapped_Wh,P_normalized_0_1_Wh
2005-01-01 00:00:00,32.26,437.54,20.47,7.8,1.79,0.0,0.5126494665425035,27.006211596095568
2005-01-01 01:00:00,46.05,624.97,30.34,9.43,2.62,0.0,0.7317888386324329,38.550404339745846
2005-01-01 02:00:00,58.47,806.81,37.97,9.95,2.76,0.0,0.9291572941332977,48.947712090009546
2005-01-01 03:00:00,62.75,877.97,42.26,11.18,2.83,0.0,0.9971715444991353,52.53068126642892
2005-01-01 04:00:00,67.0,948.34,42.31,11.93,2.9,0.0,1.064709059465212,56.08853617292012
2005-01-01 05:00:00,60.98,853.64,38.09,12.54,3.17,0.0,0.9690441559132631,51.0489393406667
2005-01-01 06:00:00,49.45,680.31,30.52,12.33,3.24,0.0,0.7858188506052947,41.39668826493881
2005-01-01 07:00:00,35.26,481.67,20.68,11.48,3.17,0.0,0.5603230065185578,29.517638588912888
2005-01-01 08:00:00,15.22,222.39,9.41,10.91,2.48,0.0,0.24186375947851535,12.741306276893198
2005-01-01 09:00:00,0.0,0.0,-2.76,9.87,1.86,0.0,0.0,0.0
2005-01-01 10:00:00,0.0,0.0,0.0,8.94,1.31,0.0,0.0,0.0
2005-01-01 11:00:00,0.0,0.0,0.0,8.44,0.97,0.0,0.0,0.0
2005-01-01 12:00:00,0.0,0.0,0.0,8.36,0.48,0.0,0.0,0.0
2005-01-01 13:00:00,0.0,0.0,0.0,8.83,0.28,0.0,0.0,0.0
2005-01-01 14:00:00,0.0,0.0,0.0,8.53,0.48,0.0,0.0,0.0
2005-01-01 15:00:00,0.0,0.0,0.0,8.48,0.55,0.0,0.0,0.0
2005-01-01 16:00:00,0.0,0.0,0.0,8.38,0.62,0.0,0.0,0.0
2005-01-01 17:00:00,0.0,0.0,0.0,8.0,0.83,0.0,0.0,0.0
2005-01-01 18:00:00,0.0,0.0,0.0,8.03,0.9,0.0,0.0,0.0
2005-01-01 19:00:00,0.0,0.0,0.0,7.77,1.1,0.0,0.0,0.0
2005-01-01 20:00:00,0.0,0.0,0.0,7.42,1.17,0.0,0.0,0.0
2005-01-01 21:00:00,0.0,0.0,0.0,7.73,1.1,0.0,0.0,0.0
2005-01-01 22:00:00,0.0,0.0,-3.01,7.85,1.1,0.0,0.0,0.0
2005-01-01 23:00:00,10.84,163.0,9.18,7.48,1.24,0.0,0.1722603911134761,9.074622867379912
2005-01-02 00:00:00,28.15,387.34,20.44,9.23,0.83,0.0,0.44733671677530923,23.56555661593584
2005-01-02 01:00:00,42.08,587.36,30.34,12.0,0.9,0.0,0.6687008540641213,35.22694928591759
2005-01-02 02:00:00,52.21,739.64,38.0,13.13,1.31,0.0,0.8296785073832645,43.70720109833074
2005-01-02 03:00:00,51.53,730.22,42.33,13.89,1.52,0.0,0.8188725049886922,43.13794431329215
2005-01-02 04:00:00,59.11,851.65,42.41,14.15,1.59,0.0,0.9393276493281894,49.48348318181058
2005-01-02 05:00:00,55.04,786.4,38.21,14.73,1.72,0.0,0.8746505467606758,46.07631389488841
2005-01-02 06:00:00,45.78,642.65,30.65,14.78,1.93,0.0,0.7274982200345882,38.32437591039229
2005-01-02 07:00:00,31.27,437.51,20.81,14.73,1.86,0.0,0.4969171983504057,26.177440688465854
2005-01-02 08:00:00,15.97,236.18,9.54,14.09,1.79,0.0,0.25378214447252895,13.369163025097528
2005-01-02 09:00:00,0.0,0.0,-2.63,13.07,1.38,0.0,0.0,0.0
2005-01-02 10:00:00,0.0,0.0,0.0,11.89,0.76,0.0,0.0,0.0
2005-01-02 11:00:00,0.0,0.0,0.0,11.06,0.83,0.0,0.0,0.0
2005-01-02 12:00:00,0.0,0.0,0.0,10.45,1.03,0.0,0.0,0.0
2005-01-02 13:00:00,0.0,0.0,0.0,9.93,1.1,0.0,0.0,0.0
2005-01-02 14:00:00,0.0,0.0,0.0,9.4,1.17,0.0,0.0,0.0
2005-01-02 15:00:00,0.0,0.0,0.0,8.9,1.24,0.0,0.0,0.0
2005-01-02 16:00:00,0.0,0.0,0.0,8.33,1.24,0.0,0.0,0.0
2005-01-02 17:00:00,0.0,0.0,0.0,8.16,1.17,0.0,0.0,0.0
2005-01-02 18:00:00,0.0,0.0,0.0,8.18,1.1,0.0,0.0,0.0
2005-01-02 19:00:00,0.0,0.0,0.0,8.33,1.1,0.0,0.0,0.0
2005-01-02 20:00:00,0.0,0.0,0.0,8.03,1.17,0.0,0.0,0.0
2005-01-02 21:00:00,0.0,0.0,0.0,7.31,1.31,0.0,0.0,0.0
2005-01-02 22:00:00,0.0,0.0,-3.06,6.94,1.38,0.0,0.0,0.0
2005-01-02 23:00:00,14.86,215.9,9.13,6.61,1.45,0.0,0.23614293468138883,12.43993503775512
2005-01-03 00:00:00,33.68,464.58,20.42,9.9,1.03,0.0,0.5352149421311693,28.1949537060291
2005-01-03 01:00:00,36.39,511.96,30.34,14.85,0.9,0.0,0.5782800399095384,30.46360942287408
2005-01-03 02:00:00,51.3,737.76,38.04,15.97,1.24,0.0,0.8152175335905281,42.94540157717615
2005-01-03 03:00:00,54.76,793.98,42.4,17.26,1.59,0.0,0.8702010163629106,45.84191404222546
2005-01-03 04:00:00,57.02,831.17,42.51,17.91,1.79,0.0,0.9061150831448717,47.73385571014784
2005-01-03 05:00:00,31.34,443.72,38.34,18.48,2.0,0.0,0.49802958094984695,26.23604065163159
2005-01-03 06:00:00,18.32,261.99,30.78,17.4,2.07,0.0,0.29112641745377144,15.336447502804427
2005-01-03 07:00:00,9.25,141.74,20.95,15.73,1.72,0.0,0.14699341492616735,7.743566561186733
2005-01-03 08:00:00,3.09,58.46,9.68,15.05,1.31,0.0,0.0491037461753359,2.586769802601838
2005-01-03 09:00:00,0.0,0.0,-2.5,14.55,1.1,0.0,0.0,0.0
2005-01-03 10:00:00,0.0,0.0,0.0,14.11,1.1,0.0,0.0,0.0
2005-01-03 11:00:00,0.0,0.0,0.0,13.64,1.03,0.0,0.0,0.0
2005-01-03 12:00:00,0.0,0.0,0.0,13.55,1.03,0.0,0.0,0.0
2005-01-03 13:00:00,0.0,0.0,0.0,13.48,1.1,0.0,0.0,0.0
2005-01-03 14:00:00,0.0,0.0,0.0,12.81,1.24,0.0,0.0,0.0
2005-01-03 15:00:00,0.0,0.0,0.0,12.4,1.38,0.0,0.0,0.0
2005-01-03 16:00:00,0.0,0.0,0.0,12.19,1.38,0.0,0.0,0.0
2005-01-03 17:00:00,0.0,0.0,0.0,12.08,1.31,0.0,0.0,0.0
2005-01-03 18:00:00,0.0,0.0,0.0,11.86,1.31,0.0,0.0,0.0
2005-01-03 19:00:00,0.0,0.0,0.0,11.7,1.45,0.0,0.0,0.0
2005-01-03 20:00:00,0.0,0.0,0.0,11.73,1.38,0.0,0.0,0.0
2005-01-03 21:00:00,0.0,0.0,0.0,11.61,1.31,0.0,0.0,0.0
2005-01-03 22:00:00,0.0,0.0,-3.12,11.67,1.31,0.0,0.0,0.0
2005-01-03 23:00:00,7.21,116.49,9.09,11.69,1.38,0.0,0.11457540774245042,6.035796206070956
2005-01-04 00:00:00,25.08,351.51,20.41,12.89,1.17,0.0,0.39855079419981365,20.995529659952783
2005-01-04 01:00:00,39.8,563.67,30.35,16.29,1.31,0.0,0.63246896368232,33.31826477137643
2005-01-04 02:00:00,53.78,776.51,38.08,17.15,1.72,0.0,0.854627659970733,45.021514557905135
2005-01-04 03:00:00,57.03,829.21,42.49,18.27,2.07,0.0,0.9062739949447918,47.742227133457234
2005-01-04 04:00:00,48.8,698.63,42.63,18.67,2.34,0.0,0.7754895836104828,40.85254574982839
2005-01-04 05:00:00,31.45,443.34,38.48,18.33,2.41,0.0,0.4997776107489689,26.328126308034893
2005-01-04 06:00:00,29.66,416.32,30.93,17.31,2.34,0.0,0.47133239856325654,24.829641535653895
2005-01-04 07:00:00,19.03,272.52,21.09,17.16,2.28,0.0,0.30240915524810424,15.930818557771195
2005-01-04 08:00:00,9.98,155.9,9.82,16.41,1.86,0.0,0.15859397632034053,8.354680462772281
2005-01-04 09:00:00,0.0,0.0,-2.36,15.63,1.52,0.0,0.0,0.0
2005-01-04 10:00:00,0.0,0.0,0.0,15.06,1.24,0.0,0.0,0.0
2005-01-04 11:00:00,0.0,0.0,0.0,15.04,0.97,0.0,0.0,0.0
2005-01-04 12:00:00,0.0,0.0,0.0,14.96,0.9,0.0,0.0,0.0
2005-01-04 13:00:00,0.0,0.0,0.0,14.78,0.9,0.0,0.0,0.0
2005-01-04 14:00:00,0.0,0.0,0.0,14.67,0.9,0.0,0.0,0.0
2005-01-04 15:00:00,0.0,0.0,0.0,14.46,0.9,0.0,0.0,0.0
2005-01-04 16:00:00,0.0,0.0,0.0,14.51,0.9,0.0,0.0,0.0
2005-01-04 17:00:00,0.0,0.0,0.0,14.25,0.83,0.0,0.0,0.0
2005-01-04 18:00:00,0.0,0.0,0.0,13.78,0.97,0.0,0.0,0.0
2005-01-04 19:00:00,0.0,0.0,0.0,13.63,1.17,0.0,0.0,0.0
2005-01-04 20:00:00,0.0,0.0,0.0,13.6,1.24,0.0,0.0,0.0
2005-01-04 21:00:00,0.0,0.0,0.0,13.82,0.97,0.0,0.0,0.0
2005-01-04 22:00:00,0.0,0.0,-3.17,13.86,0.83,0.0,0.0,0.0
2005-01-04 23:00:00,7.83,126.4,9.06,13.94,0.76,0.0,0.12442793933750167,6.554824451253203
2005-01-05 00:00:00,15.92,230.72,20.4,14.54,0.62,0.0,0.252987585472928,13.327305908550573
2005-01-05 01:00:00,29.79,422.82,30.37,16.66,0.83,0.0,0.4733982519622189,24.938470038675977
2005-01-05 02:00:00,41.45,589.11,38.13,16.76,1.31,0.0,0.65868941066915,34.69954961742596
2005-01-05 03:00:00,41.92,597.94,42.58,17.9,1.45,0.0,0.6661582652653985,35.093006512967335
2005-01-05 04:00:00,44.55,637.44,42.75,18.21,1.66,0.0,0.707952068644406,37.294690843337186
2005-01-05 05:00:00,44.85,640.63,38.62,18.39,1.79,0.0,0.7127194226420114,37.54583354261892
2005-01-05 06:00:00,30.41,430.74,31.07,18.33,1.93,0.0,0.48325078355727014,25.45749828385822
2005-01-05 07:00:00,21.55,309.07,21.24,17.96,1.79,0.0,0.34245492882798984,18.04041723173774
2005-01-05 08:00:00,10.85,168.32,9.96,17.3,1.72,0.0,0.1724193029133963,9.082994290689303
2005-01-05 09:00:00,0.0,0.0,-2.22,16.45,1.52,0.0,0.0,0.0
2005-01-05 10:00:00,0.0,0.0,0.0,15.41,1.31,0.0,0.0,0.0
2005-01-05 11:00:00,0.0,0.0,0.0,14.75,1.03,0.0,0.0,0.0
2005-01-05 12:00:00,0.0,0.0,0.0,14.15,0.76,0.0,0.0,0.0
2005-01-05 13:00:00,0.0,0.0,0.0,13.94,0.76,0.0,0.0,0.0
2005-01-05 14:00:00,0.0,0.0,0.0,13.9,0.76,0.0,0.0,0.0
2005-01-05 15:00:00,0.0,0.0,0.0,13.58,0.83,0.0,0.0,0.0
2005-01-05 16:00:00,0.0,0.0,0.0,13.57,0.83,0.0,0.0,0.0
2005-01-05 17:00:00,0.0,0.0,0.0,13.88,0.69,0.0,0.0,0.0
2005-01-05 18:00:00,0.0,0.0,0.0,13.58,0.76,0.0,0.0,0.0
2005-01-05 19:00:00,0.0,0.0,0.0,13.01,1.1,0.0,0.0,0.0
2005-01-05 20:00:00,0.0,0.0,0.0,12.3,1.38,0.0,0.0,0.0
2005-01-05 21:00:00,0.0,0.0,0.0,11.91,1.45,0.0,0.0,0.0
2005-01-05 22:00:00,0.0,0.0,-3.21,11.4,1.52,0.0,0.0,0.0
2005-01-05 23:00:00,13.16,197.06,9.03,11.14,1.52,0.0,0.20912792869495805,11.01679307515864
2005-01-06 00:00:00,32.96,460.59,20.39,12.79,1.17,0.0,0.5237732925369163,27.592211227752944
2005-01-06 01:00:00,49.31,708.36,30.39,16.53,1.38,0.0,0.7835940854064121,41.27948833860734
2005-01-06 02:00:00,58.43,851.56,38.19,17.78,1.93,0.0,0.928521646933617,48.91422639677198
2005-01-06 03:00:00,64.95,960.13,42.67,18.6,2.21,0.0,1.032132140481575,54.372394394494954
2005-01-06 04:00:00,65.27,968.07,42.88,19.29,2.28,0.0,1.0372173180790207,54.640279940395466
2005-01-06 05:00:00,58.1,851.36,38.76,19.65,2.21,0.0,0.9232775575362511,48.637969427562076
2005-01-06 06:00:00,46.19,665.05,31.23,19.65,2.07,0.0,0.7340136038313156,38.66760426607732
2005-01-06 07:00:00,31.85,454.73,21.39,19.23,2.0,0.0,0.5061340827457762,26.662983240410536
2005-01-06 08:00:00,16.07,241.63,10.11,18.31,1.86,0.0,0.2553712624717307,13.452877258191439
2005-01-06 09:00:00,0.0,0.0,-2.09,17.15,1.45,0.0,0.0,0.0
2005-01-06 10:00:00,0.0,0.0,0.0,15.85,1.1,0.0,0.0,0.0
2005-01-06 11:00:00,0.0,0.0,0.0,15.16,0.9,0.0,0.0,0.0
2005-01-06 12:00:00,0.0,0.0,0.0,14.73,0.97,0.0,0.0,0.0
2005-01-06 13:00:00,0.0,0.0,0.0,14.26,1.1,0.0,0.0,0.0
2005-01-06 14:00:00,0.0,0.0,0.0,14.13,1.1,0.0,0.0,0.0
2005-01-06 15:00:00,0.0,0.0,0.0,14.03,1.1,0.0,0.0,0.0
2005-01-06 16:00:00,0.0,0.0,0.0,14.09,1.1,0.0,0.0,0.0
2005-01-06 17:00:00,0.0,0.0,0.0,13.9,1.1,0.0,0.0,0.0
2005-01-06 18:00:00,0.0,0.0,0.0,13.47,1.17,0.0,0.0,0.0
2005-01-06 19:00:00,0.0,0.0,0.0,13.96,1.1,0.0,0.0,0.0
2005-01-06 20:00:00,0.0,0.0,0.0,13.5,1.24,0.0,0.0,0.0
2005-01-06 21:00:00,0.0,0.0,0.0,13.07,1.31,0.0,0.0,0.0
2005-01-06 22:00:00,0.0,0.0,-3.25,12.59,1.38,0.0,0.0,0.0
2005-01-06 23:00:00,10.35,160.26,9.01,12.51,1.38,0.0,0.16447371291738722,8.66442312521975
2005-01-07 00:00:00,24.34,342.76,20.39,14.04,1.24,0.0,0.3867913210057204,20.37604433505785
2005-01-07 01:00:00,33.05,466.22,30.42,16.71,1.31,0.0,0.5252034987361979,27.66755403753746
2005-01-07 02:00:00,42.24,600.91,38.26,17.63,1.66,0.0,0.6712434428628441,35.360892058867854
2005-01-07 03:00:00,45.96,658.23,42.78,18.55,1.93,0.0,0.7303586324331516,38.47506152996133
2005-01-07 04:00:00,42.43,605.34,43.02,19.06,2.0,0.0,0.6742627670613276,35.51994910174628
2005-01-07 05:00:00,42.57,606.69,38.92,19.06,2.14,0.0,0.6764875322602101,35.63714902807776
2005-01-07 06:00:00,23.82,339.26,31.38,19.09,2.28,0.0,0.37852790740987097,19.94073032296951
2005-01-07 07:00:00,16.99,246.72,21.54,18.12,2.0,0.0,0.26999114806438734,14.223048202655415
2005-01-07 08:00:00,11.69,179.9,10.25,17.52,1.93,0.0,0.18576789410669148,9.786193848678153
2005-01-07 09:00:00,0.0,0.0,-1.95,16.95,1.66,0.0,0.0,0.0
2005-01-07 10:00:00,0.0,0.0,0.0,16.0,1.66,0.0,0.0,0.0
2005-01-07 11:00:00,0.0,0.0,0.0,15.31,1.72,0.0,0.0,0.0
2005-01-07 12:00:00,0.0,0.0,0.0,15.18,1.66,0.0,0.0,0.0
2005-01-07 13:00:00,0.0,0.0,0.0,14.98,1.66,0.0,0.0,0.0
2005-01-07 14:00:00,0.0,0.0,0.0,14.47,1.66,0.0,0.0,0.0
2005-01-07 15:00:00,0.0,0.0,0.0,13.86,1.59,0.0,0.0,0.0
2005-01-07 16:00:00,0.0,0.0,0.0,13.5,1.52,0.0,0.0,0.0
2005-01-07 17:00:00,0.0,0.0,0.0,13.33,1.52,0.0,0.0,0.0
2005-01-07 18:00:00,0.0,0.0,0.0,13.59,1.59,0.0,0.0,0.0
2005-01-07 19:00:00,0.0,0.0,0.0,14.42,1.79,0.0,0.0,0.0
2005-01-07 20:00:00,0.0,0.0,0.0,14.14,1.93,0.0,0.0,0.0
2005-01-07 21:00:00,0.0,0.0,0.0,13.96,1.93,0.0,0.0,0.0
2005-01-07 22:00:00,0.0,0.0,-3.29,13.61,1.93,0.0,0.0,0.0
2005-01-07 23:00:00,11.47,176.57,8.99,13.49,1.79,0.0,0.18227183450844753,9.60202253587155
2005-01-08 00:00:00,24.48,344.42,20.4,14.22,1.45,0.0,0.3890160862046029,20.49324426138932
2005-01-08 01:00:00,42.03,594.05,30.46,16.16,1.52,0.0,0.6679062950645204,35.18509216937064
2005-01-08 02:00:00,48.87,698.51,38.33,17.4,1.79,0.0,0.776601966209924,40.91114571299412
2005-01-08 03:00:00,47.1,670.95,42.89,18.29,2.21,0.0,0.7484745776240521,39.429403787231905
2005-01-08 04:00:00,50.67,725.04,43.16,18.42,2.41,0.0,0.8052060901955568,42.418001908684516
2005-01-08 05:00:00,48.09,685.49,39.08,18.62,2.62,0.0,0.7642068458161501,40.25817469486162
2005-01-08 06:00:00,24.53,347.47,31.54,18.63,2.62,0.0,0.38981064520420383,20.53510137793628
2005-01-08 07:00:00,16.46,239.12,21.7,17.62,2.34,0.0,0.2615688226686178,13.779362767257691
2005-01-08 08:00:00,8.08,129.85,10.4,17.14,2.07,0.0,0.1284007343355062,6.764110033987979
2005-01-08 09:00:00,0.0,0.0,-1.8,16.35,1.93,0.0,0.0,0.0
2005-01-08 10:00:00,0.0,0.0,0.0,15.54,1.66,0.0,0.0,0.0
2005-01-08 11:00:00,0.0,0.0,0.0,15.4,1.45,0.0,0.0,0.0
2005-01-08 12:00:00,0.0,0.0,0.0,15.34,1.38,0.0,0.0,0.0
2005-01-08 13:00:00,0.0,0.0,0.0,15.11,1.52,0.0,0.0,0.0
2005-01-08 14:00:00,0.0,0.0,0.0,15.02,1.52,0.0,0.0,0.0
2005-01-08 15:00:00,0.0,0.0,0.0,14.8,1.59,0.0,0.0,0.0
2005-01-08 16:00:00,0.0,0.0,0.0,14.79,1.52,0.0,0.0,0.0
2005-01-08 17:00:00,0.0,0.0,0.0,14.81,1.45,0.0,0.0,0.0
2005-01-08 18:00:00,0.0,0.0,0.0,14.65,1.45,0.0,0.0,0.0
2005-01-08 19:00:00,0.0,0.0,0.0,14.4,1.24,0.0,0.0,0.0
2005-01-08 20:00:00,0.0,0.0,0.0,14.07,1.24,0.0,0.0,0.0
2005-01-08 21:00:00,0.0,0.0,0.0,13.91,1.17,0.0,0.0,0.0
2005-01-08 22:00:00,0.0,0.0,-3.32,13.69,1.17,0.0,0.0,0.0
2005-01-08 23:00:00,2.22,45.98,8.97,13.66,1.17,0.0,0.03527841958228017,1.8584559746848162
2005-01-09 00:00:00,6.37,102.29,20.41,13.89,1.03,0.0,0.10122681654915525,5.332596648082108
2005-01-09 01:00:00,7.93,123.19,30.5,14.7,1.24,0.0,0.12601705733670346,6.638538684347113
2005-01-09 02:00:00,23.75,332.84,38.41,14.82,1.38,0.0,0.37741552481042967,19.882130359803774
2005-01-09 03:00:00,29.35,409.6,43.01,15.77,1.72,0.0,0.46640613276573095,24.57012741306277
2005-01-09 04:00:00,44.98,632.34,43.31,15.77,2.07,0.0,0.7147852760409736,37.654662045641
2005-01-09 05:00:00,19.31,274.63,39.24,16.61,2.41,0.0,0.3068586856458693,16.165218410434143
2005-01-09 06:00:00,8.45,130.98,31.71,15.73,2.34,0.0,0.13428047093255285,7.073852696435448
2005-01-09 07:00:00,11.71,173.33,21.86,14.99,2.0,0.0,0.18608571770653184,9.802936695296935
2005-01-09 08:00:00,1.86,39.77,10.55,14.79,2.07,0.0,0.029557594785153653,1.5570847355467379
2005-01-09 09:00:00,0.0,0.0,-1.66,13.83,1.66,0.0,0.0,0.0
2005-01-09 10:00:00,0.0,0.0,0.0,13.37,1.72,0.0,0.0,0.0
2005-01-09 11:00:00,0.0,0.0,0.0,13.1,1.52,0.0,0.0,0.0
2005-01-09 12:00:00,0.0,0.0,0.0,12.97,1.38,0.0,0.0,0.0
2005-01-09 13:00:00,0.0,0.0,0.0,12.93,1.24,0.0,0.0,0.0
2005-01-09 14:00:00,0.0,0.0,0.0,12.79,1.24,0.0,0.0,0.0
2005-01-09 15:00:00,0.0,0.0,0.0,12.65,1.24,0.0,0.0,0.0
2005-01-09 16:00:00,0.0,0.0,0.0,12.52,1.31,0.0,0.0,0.0
2005-01-09 17:00:00,0.0,0.0,0.0,12.63,1.24,0.0,0.0,0.0
2005-01-09 18:00:00,0.0,0.0,0.0,12.42,1.31,0.0,0.0,0.0
2005-01-09 19:00:00,0.0,0.0,0.0,12.5,1.52,0.0,0.0,0.0
2005-01-09 20:00:00,0.0,0.0,0.0,12.46,1.52,0.0,0.0,0.0
2005-01-09 21:00:00,0.0,0.0,0.0,12.3,1.45,0.0,0.0,0.0
2005-01-09 22:00:00,0.0,0.0,-3.35,11.84,1.31,0.0,0.0,0.0
2005-01-09 23:00:00,6.94,113.32,8.96,11.89,1.24,0.0,0.11028478914460556,5.809767776717398
2005-01-10 00:00:00,13.7,199.33,20.43,13.36,1.03,0.0,0.21770916589064784,11.468849933865755
2005-01-10 01:00:00,15.41,221.42,30.55,14.9,1.1,0.0,0.24488308367699876,12.900363319771628
2005-01-10 02:00:00,21.54,303.89,38.49,15.31,1.24,0.0,0.34229601702806967,18.03204580842835
2005-01-10 03:00:00,35.11,491.9,43.13,15.89,1.45,0.0,0.5579393295197552,29.392067239272023
2005-01-10 04:00:00,31.89,446.21,43.47,16.58,1.72,0.0,0.506769729945457,26.696468933648102
2005-01-10 05:00:00,24.64,346.9,39.41,16.59,1.86,0.0,0.3915586750033258,20.62718703433958
2005-01-10 06:00:00,22.81,322.47,31.88,16.56,1.93,0.0,0.36247781561793263,19.095216568721014
2005-01-10 07:00:00,13.78,201.69,22.02,16.58,2.21,0.0,0.2189804602900093,11.535821320340885
2005-01-10 08:00:00,7.7,123.86,10.71,16.09,2.0,0.0,0.12236208593853931,6.445995948231118
2005-01-10 09:00:00,0.0,0.0,-1.51,15.6,1.79,0.0,0.0,0.0
2005-01-10 10:00:00,0.0,0.0,0.0,15.16,1.45,0.0,0.0,0.0
2005-01-10 11:00:00,0.0,0.0,0.0,14.75,1.17,0.0,0.0,0.0
2005-01-10 12:00:00,0.0,0.0,0.0,14.65,1.03,0.0,0.0,0.0
2005-01-10 13:00:00,0.0,0.0,0.0,14.52,0.97,0.0,0.0,0.0
2005-01-10 14:00:00,0.0,0.0,0.0,14.4,0.9,0.0,0.0,0.0
2005-01-10 15:00:00,0.0,0.0,0.0,14.25,0.97,0.0,0.0,0.0
2005-01-10 16:00:00,0.0,0.0,0.0,13.73,1.03,0.0,0.0,0.0
2005-01-10 17:00:00,0.0,0.0,0.0,13.56,1.03,0.0,0.0,0.0
2005-01-10 18:00:00,0.0,0.0,0.0,13.52,0.9,0.0,0.0,0.0
2005-01-10 19:00:00,0.0,0.0,0.0,13.5,0.83,0.0,0.0,0.0
2005-01-10 20:00:00,0.0,0.0,0.0,13.58,0.83,0.0,0.0,0.0
2005-01-10 21:00:00,0.0,0.0,0.0,13.58,0.83,0.0,0.0,0.0
2005-01-10 22:00:00,0.0,0.0,-3.37,13.54,0.76,0.0,0.0,0.0
2005-01-10 23:00:00,3.29,62.19,8.96,13.53,0.76,0.0,0.052281982173739514,2.75419826878966
2005-01-11 00:00:00,11.53,171.13,20.46,13.97,0.76,0.0,0.1832253053079686,9.652251075727895
2005-01-11 01:00:00,17.13,246.0,30.6,15.6,0.83,0.0,0.2722159132632699,14.34024812898689
2005-01-11 02:00:00,29.89,420.03,38.59,15.74,1.1,0.0,0.4749873699614207,25.022184271769888
2005-01-11 03:00:00,41.4,585.78,43.27,16.76,1.52,0.0,0.6578948516695489,34.657692500879
2005-01-11 04:00:00,49.01,703.58,43.63,17.61,1.66,0.0,0.7788267314088065,41.0283456393256
2005-01-11 05:00:00,31.73,446.93,39.59,18.03,2.07,0.0,0.5042271411467341,26.562526160697843
2005-01-11 06:00:00,15.57,225.52,32.06,17.26,2.21,0.0,0.24742567247572167,13.034306092721886
2005-01-11 07:00:00,12.62,186.49,22.19,16.18,1.86,0.0,0.2005466914992683,10.564736216451521
2005-01-11 08:00:00,8.02,128.24,10.87,16.05,1.72,0.0,0.1274472635359851,6.713881494131632
2005-01-11 09:00:00,0.0,0.0,-1.37,15.8,1.79,0.0,0.0,0.0
2005-01-11 10:00:00,0.0,0.0,0.0,15.52,1.79,0.0,0.0,0.0
2005-01-11 11:00:00,0.0,0.0,0.0,15.12,1.79,0.0,0.0,0.0
2005-01-11 12:00:00,0.0,0.0,0.0,14.53,1.79,0.0,0.0,0.0
2005-01-11 13:00:00,0.0,0.0,0.0,14.09,1.79,0.0,0.0,0.0
2005-01-11 14:00:00,0.0,0.0,0.0,13.67,1.86,0.0,0.0,0.0
2005-01-11 15:00:00,0.0,0.0,0.0,13.46,1.86,0.0,0.0,0.0
2005-01-11 16:00:00,0.0,0.0,0.0,13.27,1.79,0.0,0.0,0.0
2005-01-11 17:00:00,0.0,0.0,0.0,12.99,1.79,0.0,0.0,0.0
2005-01-11 18:00:00,0.0,0.0,0.0,12.58,1.72,0.0,0.0,0.0
2005-01-11 19:00:00,0.0,0.0,0.0,12.01,1.66,0.0,0.0,0.0
2005-01-11 20:00:00,0.0,0.0,0.0,11.33,1.59,0.0,0.0,0.0
2005-01-11 21:00:00,0.0,0.0,0.0,11.04,1.59,0.0,0.0,0.0
2005-01-11 22:00:00,0.0,0.0,-3.39,10.69,1.66,0.0,0.0,0.0
2005-01-11 23:00:00,9.84,152.34,8.96,10.81,1.72,0.0,0.15636921112145802,8.237480536440806
2005-01-12 00:00:00,24.81,346.75,20.48,12.51,1.45,0.0,0.3942601756019688,20.769501230599225
2005-01-12 01:00:00,49.31,706.06,30.66,15.75,1.31,0.0,0.7835940854064121,41.27948833860734
2005-01-12 02:00:00,59.17,865.95,38.68,17.47,1.66,0.0,0.9402811201277105,49.53371172166692
2005-01-12 03:00:00,58.39,850.44,43.41,18.27,2.07,0.0,0.9278859997339363,48.88074070353442
2005-01-12 04:00:00,62.93,924.76,43.8,18.46,2.28,0.0,1.0000319568976985,52.68136688599796
2005-01-12 05:00:00,54.38,786.06,39.77,18.81,2.28,0.0,0.8641623679659438,45.5237999564686
2005-01-12 06:00:00,49.53,709.59,32.24,18.52,2.34,0.0,0.7870901450046561,41.463659651413934
2005-01-12 07:00:00,35.28,500.39,22.36,18.44,2.41,0.0,0.5606408301183983,29.53438143553167
2005-01-12 08:00:00,12.71,193.55,11.03,17.62,2.21,0.0,0.20197689769854996,10.640079026236043
2005-01-12 09:00:00,0.0,0.0,-1.22,16.5,1.79,0.0,0.0,0.0
2005-01-12 10:00:00,0.0,0.0,0.0,15.33,1.52,0.0,0.0,0.0
2005-01-12 11:00:00,0.0,0.0,0.0,14.78,1.45,0.0,0.0,0.0
2005-01-12 12:00:00,0.0,0.0,0.0,14.49,1.31,0.0,0.0,0.0
2005-01-12 13:00:00,0.0,0.0,0.0,13.99,1.17,0.0,0.0,0.0
2005-01-12 14:00:00,0.0,0.0,0.0,13.87,0.9,0.0,0.0,0.0
2005-01-12 15:00:00,0.0,0.0,0.0,13.46,1.03,0.0,0.0,0.0
2005-01-12 16:00:00,0.0,0.0,0.0,12.99,1.03,0.0,0.0,0.0
2005-01-12 17:00:00,0.0,0.0,0.0,12.65,1.17,0.0,0.0,0.0
2005-01-12 18:00:00,0.0,0.0,0.0,12.34,1.24,0.0,0.0,0.0
2005-01-12 19:00:00,0.0,0.0,0.0,12.24,1.17,0.0,0.0,0.0
2005-01-12 20:00:00,0.0,0.0,0.0,11.54,1.45,0.0,0.0,0.0
